session_id,customer_id,session_start,session_end,device,landing_page,marketing_campaign_id,converted
1703,,2024-03-03 12:55:07,2024-03-03 13:22:07,mobile,/category/apparel,14,False
1704,770,2025-12-11 19:54:32,2025-12-11 20:37:32,desktop,/deals,,False
1705,1224,2025-10-28 15:10:22,2025-10-28 15:44:22,mobile,/category/electronics,8,False
1706,,2024-08-24 07:04:18,2024-08-24 07:33:18,mobile,/deals,,False
1707,886,2025-10-20 16:11:29,2025-10-20 16:31:29,mobile,/product-search,,False
1708,,2025-06-22 03:27:19,2025-06-22 04:05:19,tablet,/product-search,,False
1709,,2024-07-07 05:54:02,2024-07-07 06:22:02,tablet,/deals,8,False
1710,,2024-12-29 10:09:53,2024-12-29 10:26:53,mobile,/product-search,,False
1711,,2025-07-19 17:26:14,2025-07-19 18:07:14,desktop,/product-search,2,False
1712,,2024-07-31 00:37:36,2024-07-31 01:08:36,tablet,/category/electronics,15,False
1713,,2025-12-14 02:10:25,2025-12-14 02:39:25,mobile,/category/electronics,1,False
1714,620,2025-02-20 00:40:07,2025-02-20 01:07:07,desktop,/category/apparel,,False
1715,,2024-03-31 15:09:48,2024-03-31 15:14:48,tablet,/blog,5,False
1716,,2024-12-26 09:31:48,2024-12-26 09:59:48,tablet,/product-search,,False
1717,,2025-01-05 06:57:41,2025-01-05 07:24:41,tablet,/home,,False
1718,,2024-05-28 06:43:52,2024-05-28 07:01:52,desktop,/category/electronics,,False
1719,,2025-02-18 02:59:46,2025-02-18 03:26:46,mobile,/blog,5,False
1720,117,2025-08-07 00:51:52,2025-08-07 01:03:52,desktop,/category/electronics,5,True
1721,773,2025-11-09 08:37:26,2025-11-09 08:43:26,tablet,/category/apparel,,False
1722,165,2025-12-28 19:20:22,2025-12-28 19:43:22,desktop,/category/apparel,,False
1723,1381,2025-06-14 21:03:31,2025-06-14 21:17:31,tablet,/product-search,,False
1724,,2024-03-21 05:26:48,2024-03-21 05:48:48,tablet,/category/apparel,,False
1725,,2024-10-06 01:58:10,2024-10-06 02:25:10,desktop,/product-search,12,False
1726,,2024-08-20 23:43:38,2024-08-21 00:15:38,mobile,/category/apparel,1,False
1727,,2024-03-29 14:03:03,2024-03-29 14:44:03,desktop,/category/apparel,,False
1728,1381,2025-12-26 17:37:17,2025-12-26 17:40:17,desktop,/category/apparel,12,False
1729,696,2024-12-12 21:17:54,2024-12-12 21:32:54,mobile,/deals,1,False
1730,,2024-02-11 11:20:38,2024-02-11 11:38:38,mobile,/product-search,,False
1731,1008,2024-12-24 20:40:57,2024-12-24 20:54:57,desktop,/home,4,False
1732,171,2025-03-29 19:25:13,2025-03-29 19:52:13,tablet,/product-search,10,False
1733,,2024-09-23 00:23:57,2024-09-23 00:33:57,desktop,/deals,4,False
1734,726,2024-11-08 08:58:47,2024-11-08 09:17:47,mobile,/product-search,13,False
1735,404,2025-11-24 04:23:47,2025-11-24 04:49:47,desktop,/product-search,1,False
1736,712,2025-09-14 21:12:25,2025-09-14 21:32:25,mobile,/home,,True
1737,1235,2025-06-05 09:17:17,2025-06-05 10:02:17,tablet,/blog,,True
1738,1219,2025-12-24 15:47:10,2025-12-24 16:11:10,tablet,/deals,,True
1739,,2024-03-18 22:04:16,2024-03-18 22:38:16,desktop,/home,,False
1740,,2024-07-17 11:50:02,2024-07-17 12:22:02,tablet,/deals,,False
1741,,2025-08-16 13:08:18,2025-08-16 13:42:18,desktop,/category/electronics,14,False
1742,1025,2024-09-10 20:53:55,2024-09-10 21:10:55,mobile,/deals,11,False
1743,493,2025-09-21 17:00:10,2025-09-21 17:19:10,mobile,/blog,11,False
1744,1229,2025-08-04 00:31:37,2025-08-04 01:00:37,tablet,/category/apparel,,False
1745,,2025-11-12 02:08:40,2025-11-12 02:13:40,tablet,/home,,False
1746,750,2025-08-21 04:51:01,2025-08-21 05:16:01,desktop,/product-search,3,True
1747,344,2025-11-08 19:21:09,2025-11-08 19:48:09,desktop,/category/apparel,,True
1748,,2024-02-11 19:41:02,2024-02-11 20:21:02,mobile,/deals,,False
1749,1459,2025-11-09 19:06:16,2025-11-09 19:20:16,desktop,/blog,6,False
1750,646,2025-09-12 08:02:18,2025-09-12 08:13:18,tablet,/deals,6,False
1751,,2024-11-13 00:37:18,2024-11-13 01:22:18,mobile,/product-search,4,False
1752,1209,2024-11-16 06:49:21,2024-11-16 07:34:21,mobile,/blog,3,True
1753,1500,2025-10-19 17:53:53,2025-10-19 18:31:53,desktop,/blog,,False
1754,,2025-03-10 16:39:45,2025-03-10 16:42:45,tablet,/product-search,,False
1755,,2024-05-26 04:38:10,2024-05-26 05:15:10,mobile,/category/electronics,,False
1756,364,2025-12-09 21:59:43,2025-12-09 22:21:43,tablet,/category/apparel,5,False
1757,1253,2025-12-29 06:07:20,2025-12-29 06:16:20,mobile,/deals,1,False
1758,888,2025-12-19 09:39:45,2025-12-19 10:02:45,mobile,/category/apparel,,False
1759,380,2025-08-22 07:29:47,2025-08-22 08:13:47,tablet,/blog,,False
1760,247,2025-04-22 15:13:19,2025-04-22 15:25:19,desktop,/category/electronics,,False
1761,,2025-11-10 06:29:36,2025-11-10 07:06:36,desktop,/blog,,False
1762,,2024-02-16 04:14:20,2024-02-16 04:44:20,tablet,/deals,,False
1763,938,2025-06-24 22:21:50,2025-06-24 22:49:50,mobile,/category/electronics,4,False
1764,1258,2025-07-11 00:02:21,2025-07-11 00:25:21,tablet,/category/apparel,,False
1765,,2024-04-12 04:40:41,2024-04-12 04:55:41,tablet,/product-search,15,False
1766,882,2025-12-25 08:40:32,2025-12-25 09:18:32,desktop,/category/apparel,,False
1767,492,2024-12-20 01:39:32,2024-12-20 01:57:32,tablet,/category/apparel,8,False
1768,,2025-09-12 04:41:33,2025-09-12 05:23:33,desktop,/category/apparel,9,False
1769,31,2025-09-10 04:10:57,2025-09-10 04:55:57,tablet,/deals,,False
1770,748,2025-08-03 01:44:25,2025-08-03 02:07:25,mobile,/product-search,,False
1771,815,2025-01-18 13:49:47,2025-01-18 14:03:47,tablet,/category/apparel,9,False
1772,591,2025-06-16 10:46:56,2025-06-16 11:25:56,tablet,/category/apparel,,False
1773,651,2024-06-28 08:32:20,2024-06-28 09:00:20,tablet,/home,13,False
1774,1227,2025-11-09 17:17:14,2025-11-09 18:01:14,tablet,/deals,3,False
1775,1063,2025-12-31 03:25:08,2025-12-31 04:02:08,tablet,/category/electronics,4,True
1776,325,2025-07-02 00:35:13,2025-07-02 00:51:13,desktop,/category/electronics,,False
1777,155,2024-08-06 00:37:13,2024-08-06 01:05:13,mobile,/category/electronics,,True
1778,829,2025-01-23 01:57:31,2025-01-23 02:22:31,tablet,/blog,2,False
1779,867,2025-06-27 10:37:35,2025-06-27 10:53:35,tablet,/product-search,,False
1780,849,2025-05-22 11:07:47,2025-05-22 11:32:47,tablet,/blog,,False
1781,933,2025-05-22 07:46:29,2025-05-22 07:58:29,tablet,/deals,,False
1782,272,2025-06-09 05:50:48,2025-06-09 06:33:48,desktop,/category/electronics,,False
1783,313,2025-11-27 06:28:57,2025-11-27 06:36:57,mobile,/category/electronics,12,False
1784,1364,2025-05-04 23:26:09,2025-05-04 23:40:09,tablet,/category/apparel,9,True
1785,921,2024-12-18 00:04:37,2024-12-18 00:44:37,tablet,/home,,False
1786,67,2024-08-15 22:43:11,2024-08-15 23:28:11,desktop,/home,,False
1787,,2024-03-15 15:02:47,2024-03-15 15:12:47,desktop,/category/electronics,5,False
1788,1153,2025-04-29 22:50:48,2025-04-29 23:15:48,tablet,/product-search,4,False
1789,,2024-06-11 22:05:24,2024-06-11 22:27:24,tablet,/category/electronics,8,False
1790,973,2025-06-12 17:04:07,2025-06-12 17:43:07,mobile,/product-search,15,True
1791,,2024-08-07 14:17:22,2024-08-07 14:20:22,mobile,/category/apparel,14,False
1792,213,2025-02-14 23:46:47,2025-02-14 23:48:47,desktop,/deals,8,False
1793,1242,2024-11-26 13:42:24,2024-11-26 13:44:24,desktop,/deals,,False
1794,648,2025-12-29 07:05:01,2025-12-29 07:50:01,desktop,/category/apparel,15,False
1795,,2024-09-01 21:57:10,2024-09-01 22:15:10,mobile,/deals,,False
1796,1155,2024-06-21 01:44:40,2024-06-21 01:56:40,mobile,/blog,1,False
1797,225,2025-11-25 02:37:10,2025-11-25 02:56:10,desktop,/blog,1,False
1798,679,2025-04-07 14:47:39,2025-04-07 15:02:39,desktop,/product-search,,False
1799,1090,2025-05-25 20:57:08,2025-05-25 21:30:08,tablet,/category/apparel,10,False
1800,,2025-04-06 08:55:32,2025-04-06 09:27:32,mobile,/category/apparel,,False
1801,1253,2025-08-14 21:23:40,2025-08-14 22:08:40,mobile,/category/electronics,12,False
1802,,2025-02-03 07:47:37,2025-02-03 08:27:37,tablet,/deals,,False
1803,1354,2025-12-20 21:09:37,2025-12-20 21:47:37,desktop,/product-search,,False
1804,1418,2025-09-07 12:26:44,2025-09-07 12:37:44,tablet,/product-search,,True
1805,,2024-03-07 01:12:10,2024-03-07 01:29:10,tablet,/deals,11,False
1806,115,2025-03-07 13:25:59,2025-03-07 14:08:59,desktop,/home,7,False
1807,,2025-01-26 21:15:58,2025-01-26 21:29:58,desktop,/category/electronics,,False
1808,1322,2025-07-19 03:50:53,2025-07-19 04:29:53,mobile,/product-search,,False
1809,,2024-05-10 23:34:04,2024-05-10 23:46:04,desktop,/product-search,8,False
1810,589,2025-01-27 04:49:50,2025-01-27 05:23:50,tablet,/product-search,,False
1811,1422,2025-09-13 16:28:57,2025-09-13 16:50:57,tablet,/deals,9,False
1812,1176,2024-12-07 04:23:20,2024-12-07 04:40:20,mobile,/deals,,False
1813,204,2025-11-05 06:44:03,2025-11-05 06:50:03,mobile,/category/electronics,,False
1814,550,2024-12-16 06:11:59,2024-12-16 06:51:59,mobile,/category/apparel,3,True
1815,733,2025-10-04 01:31:53,2025-10-04 02:09:53,tablet,/category/electronics,,False
1816,,2024-12-20 20:16:53,2024-12-20 20:19:53,mobile,/deals,,False
1817,,2025-10-14 02:37:55,2025-10-14 02:41:55,mobile,/blog,,False
1818,1472,2025-05-30 04:04:54,2025-05-30 04:11:54,mobile,/deals,1,False
1819,1421,2025-09-28 04:44:12,2025-09-28 05:06:12,desktop,/deals,8,True
1820,,2025-09-15 21:09:42,2025-09-15 21:30:42,desktop,/product-search,,False
1821,652,2025-02-16 15:43:35,2025-02-16 16:28:35,tablet,/category/electronics,14,False
1822,94,2025-11-15 04:01:10,2025-11-15 04:32:10,tablet,/home,,False
1823,1178,2025-03-18 12:51:00,2025-03-18 13:16:00,tablet,/deals,,False
1824,562,2025-10-30 07:24:22,2025-10-30 08:05:22,mobile,/category/apparel,14,True
1825,1006,2025-07-06 16:29:06,2025-07-06 17:03:06,desktop,/category/electronics,,True
1826,820,2025-12-10 07:06:33,2025-12-10 07:23:33,tablet,/deals,9,True
1827,,2025-07-27 16:54:52,2025-07-27 17:30:52,desktop,/category/apparel,,False
1828,1321,2024-11-03 23:31:35,2024-11-03 23:57:35,tablet,/product-search,,True
1829,1060,2025-11-22 20:19:01,2025-11-22 20:33:01,mobile,/category/electronics,,False
1830,254,2025-01-27 17:13:02,2025-01-27 17:31:02,desktop,/blog,,True
1831,1040,2024-09-28 10:35:16,2024-09-28 10:50:16,tablet,/home,9,False
1832,153,2025-03-17 19:22:26,2025-03-17 19:57:26,mobile,/blog,14,True
1833,718,2025-11-23 12:04:55,2025-11-23 12:26:55,desktop,/category/apparel,,False
1834,430,2025-06-09 21:08:49,2025-06-09 21:15:49,mobile,/deals,,False
1835,258,2025-12-19 08:04:42,2025-12-19 08:05:42,tablet,/category/electronics,,False
1836,,2025-03-08 01:44:38,2025-03-08 01:48:38,mobile,/category/electronics,,False
1837,649,2025-12-09 02:31:12,2025-12-09 02:58:12,tablet,/deals,6,True
1838,,2024-10-21 06:08:20,2024-10-21 06:13:20,desktop,/home,15,False
1839,1246,2025-12-30 07:42:46,2025-12-30 08:09:46,tablet,/category/electronics,6,False
1840,1051,2025-10-11 22:26:10,2025-10-11 22:44:10,tablet,/blog,,False
1841,,2024-10-21 05:58:57,2024-10-21 06:29:57,tablet,/home,,False
1842,,2024-12-23 06:53:56,2024-12-23 07:04:56,desktop,/deals,,False
1843,1363,2025-05-12 09:31:45,2025-05-12 10:13:45,desktop,/category/apparel,,False
1844,,2024-02-10 05:49:38,2024-02-10 06:26:38,tablet,/home,12,False
1845,326,2024-10-26 10:41:25,2024-10-26 11:19:25,tablet,/deals,,False
1846,,2024-06-15 04:55:30,2024-06-15 05:36:30,mobile,/product-search,,False
1847,1149,2025-05-13 08:32:17,2025-05-13 08:42:17,desktop,/blog,,True
1848,873,2025-12-19 18:36:42,2025-12-19 18:52:42,tablet,/deals,,False
1849,511,2024-08-23 19:12:15,2024-08-23 19:27:15,tablet,/category/apparel,10,False
1850,1146,2024-07-13 00:20:16,2024-07-13 00:25:16,mobile,/blog,,False
1851,,2024-09-23 15:52:45,2024-09-23 16:36:45,desktop,/home,,False
1852,1052,2025-11-11 03:28:25,2025-11-11 04:02:25,tablet,/home,,False
1853,,2024-08-07 13:01:47,2024-08-07 13:09:47,tablet,/home,,False
1854,685,2024-09-25 10:46:40,2024-09-25 10:51:40,tablet,/category/electronics,,False
1855,1296,2025-11-06 08:57:17,2025-11-06 09:29:17,desktop,/deals,,False
1856,31,2025-03-06 10:44:17,2025-03-06 10:50:17,desktop,/blog,,False
1857,,2024-11-18 00:17:59,2024-11-18 00:37:59,desktop,/product-search,9,False
1858,80,2025-08-29 09:34:00,2025-08-29 10:04:00,mobile,/home,,False
1859,1075,2025-12-20 18:37:30,2025-12-20 18:49:30,tablet,/product-search,,False
1860,497,2025-07-08 02:39:13,2025-07-08 03:04:13,tablet,/product-search,,False
1861,455,2025-12-13 03:05:34,2025-12-13 03:27:34,mobile,/blog,11,False
1862,412,2025-10-02 03:27:17,2025-10-02 03:31:17,mobile,/product-search,6,False
1863,,2024-01-25 07:27:08,2024-01-25 07:42:08,tablet,/category/electronics,14,False
1864,,2025-11-10 19:43:20,2025-11-10 19:45:20,desktop,/home,,False
1865,1322,2025-10-06 10:54:48,2025-10-06 11:19:48,desktop,/deals,6,False
1866,,2024-03-26 13:33:21,2024-03-26 14:09:21,tablet,/category/apparel,,False
1867,,2025-06-22 06:35:27,2025-06-22 07:05:27,tablet,/product-search,14,False
1868,1261,2025-08-26 05:54:14,2025-08-26 05:57:14,tablet,/category/apparel,5,False
1869,,2025-03-31 02:36:48,2025-03-31 02:53:48,tablet,/category/electronics,,False
1870,266,2025-03-09 08:11:53,2025-03-09 08:23:53,tablet,/blog,,False
1871,858,2024-03-15 11:16:50,2024-03-15 11:45:50,mobile,/home,3,False
1872,506,2025-03-28 14:18:35,2025-03-28 14:51:35,tablet,/home,5,False
1873,407,2025-06-07 14:05:20,2025-06-07 14:47:20,mobile,/category/electronics,1,True
1874,,2024-10-26 15:10:07,2024-10-26 15:29:07,tablet,/category/electronics,,False
1875,,2024-12-17 02:18:08,2024-12-17 02:40:08,mobile,/blog,,False
1876,,2024-04-13 18:49:19,2024-04-13 19:02:19,desktop,/category/apparel,4,False
1877,1084,2025-03-07 06:56:47,2025-03-07 07:20:47,tablet,/category/apparel,,False
1878,767,2025-09-13 12:33:19,2025-09-13 13:11:19,mobile,/product-search,,False
1879,1296,2025-10-28 18:35:40,2025-10-28 18:53:40,mobile,/deals,,False
1880,772,2025-12-06 19:08:21,2025-12-06 19:37:21,desktop,/category/apparel,12,False
1881,536,2025-04-04 03:27:54,2025-04-04 04:03:54,desktop,/deals,,False
1882,1253,2025-11-03 18:08:37,2025-11-03 18:13:37,tablet,/deals,,False
1883,,2024-01-08 16:22:00,2024-01-08 16:59:00,tablet,/blog,,False
1884,881,2025-09-19 14:33:55,2025-09-19 14:51:55,mobile,/blog,,False
1885,211,2025-04-18 07:28:27,2025-04-18 07:44:27,desktop,/deals,6,False
1886,610,2025-10-30 08:11:00,2025-10-30 08:29:00,mobile,/home,15,False
1887,247,2025-01-02 20:05:49,2025-01-02 20:27:49,desktop,/product-search,,False
1888,1005,2025-07-17 12:39:46,2025-07-17 13:03:46,tablet,/product-search,,False
1889,,2025-07-04 12:13:54,2025-07-04 12:30:54,mobile,/category/electronics,3,False
1890,926,2025-01-20 22:01:04,2025-01-20 22:10:04,desktop,/category/electronics,,False
1891,148,2025-09-30 10:49:31,2025-09-30 11:22:31,mobile,/product-search,13,True
1892,,2025-10-14 16:03:17,2025-10-14 16:41:17,mobile,/category/electronics,,False
1893,1128,2024-03-07 19:22:45,2024-03-07 19:35:45,desktop,/home,5,False
1894,1010,2024-08-02 21:20:58,2024-08-02 21:28:58,tablet,/blog,,False
1895,220,2025-11-09 01:09:14,2025-11-09 01:54:14,desktop,/blog,12,False
1896,,2024-11-28 19:08:36,2024-11-28 19:09:36,mobile,/home,3,False
1897,1469,2025-11-18 06:53:30,2025-11-18 07:13:30,tablet,/product-search,6,False
1898,44,2025-09-10 20:49:27,2025-09-10 20:51:27,tablet,/home,,True
1899,,2024-03-30 12:52:32,2024-03-30 13:22:32,tablet,/home,,False
1900,,2025-06-03 18:48:58,2025-06-03 18:51:58,mobile,/category/apparel,11,False
1901,,2025-08-11 10:13:46,2025-08-11 10:58:46,tablet,/home,,False
1902,,2025-09-23 21:55:49,2025-09-23 22:22:49,tablet,/deals,,False
1903,789,2025-11-10 20:22:52,2025-11-10 21:02:52,mobile,/home,,False
1904,1065,2025-12-19 11:37:03,2025-12-19 11:45:03,tablet,/blog,1,True
1905,577,2025-08-22 08:35:10,2025-08-22 09:01:10,tablet,/category/electronics,3,False
1906,,2024-01-19 18:38:50,2024-01-19 19:08:50,desktop,/home,,False
1907,521,2025-10-17 14:51:42,2025-10-17 15:01:42,tablet,/product-search,,True
1908,395,2025-09-04 19:56:51,2025-09-04 20:09:51,mobile,/category/electronics,,False
1909,300,2025-11-07 10:01:42,2025-11-07 10:46:42,desktop,/home,,True
1910,,2025-05-01 20:59:08,2025-05-01 21:33:08,mobile,/product-search,,False
1911,1006,2025-08-29 16:11:26,2025-08-29 16:49:26,tablet,/deals,1,False
1912,1025,2024-08-31 21:24:56,2024-08-31 21:28:56,mobile,/category/electronics,,True
1913,379,2025-06-18 17:20:05,2025-06-18 17:46:05,tablet,/blog,,False
1914,501,2025-01-21 08:19:19,2025-01-21 08:55:19,tablet,/blog,,False
1915,,2025-05-27 17:31:10,2025-05-27 17:40:10,mobile,/category/electronics,2,False
1916,504,2025-03-21 18:48:55,2025-03-21 19:05:55,tablet,/blog,15,False
1917,1318,2024-12-26 10:35:41,2024-12-26 11:09:41,mobile,/category/apparel,,False
1918,519,2025-09-23 05:16:05,2025-09-23 05:25:05,mobile,/category/electronics,7,False
1919,433,2025-12-31 02:44:33,2025-12-31 03:02:33,mobile,/category/electronics,8,True
1920,,2025-12-25 16:13:10,2025-12-25 16:16:10,desktop,/home,,False
1921,590,2025-12-19 08:07:50,2025-12-19 08:08:50,desktop,/category/apparel,,False
1922,,2024-01-05 07:54:27,2024-01-05 08:14:27,tablet,/deals,6,False
1923,1304,2025-12-15 20:39:38,2025-12-15 21:00:38,desktop,/category/electronics,12,False
1924,199,2025-12-28 12:48:23,2025-12-28 13:18:23,mobile,/home,6,False
1925,695,2025-10-26 06:02:13,2025-10-26 06:40:13,tablet,/category/apparel,,True
1926,1242,2024-11-25 06:35:06,2024-11-25 06:46:06,desktop,/product-search,,False
1927,,2024-04-03 12:59:52,2024-04-03 13:09:52,desktop,/home,,False
1928,,2025-02-10 01:50:21,2025-02-10 02:12:21,desktop,/deals,,False
1929,648,2025-12-31 09:56:53,2025-12-31 10:11:53,mobile,/category/electronics,11,False
1930,535,2025-07-20 12:33:17,2025-07-20 12:36:17,desktop,/home,,False
1931,,2024-04-03 20:46:19,2024-04-03 20:58:19,tablet,/deals,,False
1932,918,2024-10-17 09:06:43,2024-10-17 09:17:43,mobile,/home,,False
1933,930,2025-09-05 16:10:13,2025-09-05 16:50:13,tablet,/home,11,False
1934,1409,2025-10-18 16:43:42,2025-10-18 17:08:42,desktop,/deals,,False
1935,,2025-02-28 12:34:07,2025-02-28 13:10:07,tablet,/blog,,False
1936,,2025-08-19 04:11:10,2025-08-19 04:44:10,tablet,/home,11,False
1937,,2024-11-01 11:54:17,2024-11-01 12:37:17,mobile,/product-search,,False
1938,743,2025-11-11 00:48:35,2025-11-11 01:33:35,desktop,/deals,11,True
1939,,2025-12-05 23:02:06,2025-12-05 23:13:06,desktop,/deals,8,False
1940,397,2025-12-29 03:31:35,2025-12-29 03:58:35,desktop,/blog,,False
1941,509,2025-11-18 12:48:07,2025-11-18 12:59:07,mobile,/product-search,15,True
1942,627,2024-11-12 11:53:52,2024-11-12 12:14:52,desktop,/home,,False
1943,,2024-04-08 22:59:21,2024-04-08 23:33:21,mobile,/home,13,False
1944,585,2025-11-14 17:24:50,2025-11-14 17:53:50,mobile,/category/apparel,,True
1945,,2025-05-16 00:19:41,2025-05-16 00:38:41,tablet,/home,,False
1946,1283,2025-08-28 18:38:59,2025-08-28 18:52:59,desktop,/category/apparel,6,False
1947,53,2025-06-26 05:06:08,2025-06-26 05:33:08,tablet,/product-search,,False
1948,661,2025-03-26 05:57:52,2025-03-26 06:40:52,mobile,/deals,,False
1949,335,2024-10-02 13:31:01,2024-10-02 13:58:01,mobile,/home,,False
1950,,2024-12-18 07:35:17,2024-12-18 08:00:17,mobile,/home,15,False
1951,,2025-05-09 08:42:18,2025-05-09 08:52:18,mobile,/home,9,False
1952,1366,2025-06-25 07:45:34,2025-06-25 08:11:34,desktop,/deals,,False
1953,1264,2025-06-09 06:54:45,2025-06-09 06:59:45,desktop,/product-search,,False
1954,328,2024-08-02 12:26:10,2024-08-02 12:49:10,desktop,/product-search,,True
1955,,2024-12-30 19:03:58,2024-12-30 19:14:58,mobile,/home,,False
1956,,2025-04-04 08:24:37,2025-04-04 08:33:37,mobile,/home,,False
1957,565,2024-08-24 18:14:30,2024-08-24 18:25:30,tablet,/category/apparel,,False
1958,936,2025-12-16 00:29:25,2025-12-16 01:07:25,mobile,/category/apparel,12,False
1959,,2024-02-05 04:12:32,2024-02-05 04:52:32,desktop,/product-search,,False
1960,131,2025-10-22 13:03:57,2025-10-22 13:40:57,tablet,/home,,False
1961,1154,2024-07-09 01:47:22,2024-07-09 02:09:22,tablet,/category/electronics,,True
1962,903,2025-09-03 22:21:50,2025-09-03 22:54:50,desktop,/blog,,False
1963,1272,2025-10-02 12:19:05,2025-10-02 12:59:05,mobile,/category/electronics,,True
1964,,2025-11-15 10:01:24,2025-11-15 10:26:24,tablet,/category/electronics,,False
1965,1258,2025-09-04 22:56:11,2025-09-04 23:33:11,mobile,/product-search,,True
1966,,2024-10-25 16:29:40,2024-10-25 17:03:40,mobile,/blog,3,False
1967,398,2025-02-20 20:54:51,2025-02-20 21:18:51,mobile,/blog,,False
1968,1,2025-08-25 03:06:08,2025-08-25 03:08:08,tablet,/category/electronics,12,True
1969,,2024-09-02 10:37:04,2024-09-02 11:10:04,desktop,/home,,False
1970,,2025-06-27 19:28:26,2025-06-27 19:37:26,tablet,/product-search,,False
1971,,2024-09-18 23:13:18,2024-09-18 23:16:18,desktop,/deals,4,False
1972,251,2025-08-03 18:55:22,2025-08-03 19:05:22,tablet,/category/apparel,,True
1973,379,2025-11-26 01:34:56,2025-11-26 02:12:56,desktop,/product-search,,True
1974,1029,2025-05-01 15:48:02,2025-05-01 15:51:02,tablet,/category/electronics,15,False
1975,882,2025-12-11 00:31:42,2025-12-11 01:15:42,desktop,/category/apparel,7,False
1976,814,2025-01-19 20:49:03,2025-01-19 21:03:03,mobile,/category/electronics,1,False
1977,,2025-12-11 00:21:55,2025-12-11 00:55:55,desktop,/blog,,False
1978,716,2025-10-23 02:27:45,2025-10-23 02:39:45,mobile,/category/apparel,,False
1979,,2024-08-21 03:34:13,2024-08-21 03:49:13,desktop,/product-search,2,False
1980,800,2025-12-19 23:51:54,2025-12-20 00:22:54,desktop,/product-search,9,False
1981,503,2025-07-06 21:46:05,2025-07-06 22:02:05,desktop,/category/apparel,,False
1982,1166,2025-09-18 06:29:08,2025-09-18 06:52:08,desktop,/deals,,False
1983,,2024-01-07 03:58:47,2024-01-07 04:40:47,mobile,/category/electronics,5,False
1984,,2025-11-01 18:09:58,2025-11-01 18:42:58,tablet,/home,,False
1985,124,2025-10-19 19:32:47,2025-10-19 20:11:47,desktop,/product-search,,True
1986,534,2025-06-21 21:09:24,2025-06-21 21:25:24,desktop,/blog,,False
1987,787,2025-11-30 21:36:55,2025-11-30 22:17:55,desktop,/blog,,False
1988,446,2025-11-10 00:25:10,2025-11-10 00:33:10,mobile,/blog,15,False
1989,,2024-09-10 17:01:35,2024-09-10 17:19:35,desktop,/category/electronics,,False
1990,231,2025-12-31 07:40:14,2025-12-31 08:02:14,tablet,/category/electronics,,False
1991,1190,2025-05-20 16:46:22,2025-05-20 17:18:22,tablet,/category/electronics,8,False
1992,1455,2025-11-14 22:30:26,2025-11-14 23:12:26,mobile,/category/apparel,10,False
1993,,2025-05-23 22:52:30,2025-05-23 23:03:30,desktop,/category/electronics,13,False
1994,,2025-08-31 18:48:12,2025-08-31 18:54:12,desktop,/product-search,,False
1995,,2025-03-26 19:41:12,2025-03-26 19:49:12,desktop,/blog,,False
1996,140,2025-05-11 15:44:52,2025-05-11 16:01:52,mobile,/product-search,,True
1997,134,2025-12-04 11:00:35,2025-12-04 11:10:35,mobile,/blog,15,False
1998,,2024-06-26 20:17:19,2024-06-26 20:50:19,mobile,/category/apparel,11,False
1999,,2025-09-21 11:36:18,2025-09-21 11:46:18,desktop,/home,,False
2000,,2024-01-25 02:51:37,2024-01-25 03:18:37,tablet,/category/apparel,6,False
2001,,2024-03-23 02:57:10,2024-03-23 03:36:10,desktop,/blog,6,False
2002,825,2024-06-18 16:56:56,2024-06-18 17:21:56,tablet,/blog,,False
2003,1464,2025-11-04 01:57:42,2025-11-04 02:08:42,desktop,/category/electronics,,True
2004,729,2025-05-21 16:26:57,2025-05-21 16:32:57,mobile,/product-search,1,False
2005,,2024-04-07 19:09:48,2024-04-07 19:15:48,desktop,/category/electronics,,False
2006,767,2025-08-01 05:54:09,2025-08-01 06:05:09,tablet,/blog,13,False
2007,,2025-03-18 12:22:58,2025-03-18 13:00:58,mobile,/home,,False
2008,999,2024-07-16 22:58:51,2024-07-16 23:16:51,mobile,/product-search,,False
2009,456,2025-10-30 07:57:21,2025-10-30 08:37:21,mobile,/product-search,,False
2010,1357,2025-10-06 10:48:22,2025-10-06 11:14:22,desktop,/deals,,False
2011,,2024-08-07 18:11:02,2024-08-07 18:45:02,desktop,/category/apparel,,False
2012,,2025-12-13 03:00:13,2025-12-13 03:04:13,mobile,/home,,False
2013,,2024-09-28 18:37:30,2024-09-28 19:07:30,desktop,/blog,,False
2014,1156,2025-10-03 17:41:48,2025-10-03 18:01:48,mobile,/product-search,,False
2015,1166,2025-10-13 19:58:55,2025-10-13 20:05:55,desktop,/blog,,True
2016,,2024-09-21 13:09:31,2024-09-21 13:51:31,tablet,/home,11,False
2017,1489,2025-10-23 23:44:17,2025-10-24 00:08:17,tablet,/blog,,False
2018,612,2025-12-12 10:10:29,2025-12-12 10:35:29,tablet,/deals,,False
2019,1440,2025-08-26 07:13:02,2025-08-26 07:40:02,tablet,/category/apparel,,False
2020,1102,2025-12-04 00:13:32,2025-12-04 00:51:32,desktop,/blog,,False
2021,,2024-12-30 17:22:25,2024-12-30 17:45:25,tablet,/product-search,,False
2022,,2025-10-19 05:25:07,2025-10-19 06:06:07,desktop,/category/electronics,,False
2023,297,2025-05-07 22:12:16,2025-05-07 22:49:16,desktop,/deals,13,True
2024,273,2025-01-13 12:57:22,2025-01-13 13:40:22,desktop,/category/apparel,,True
