user_id,signup_date,acquisition_channel,country
903,2025-07-04,paid_social,UK
904,2025-08-13,referral,IN
905,2025-05-17,organic,DE
906,2026-01-05,organic,CA
907,2025-10-25,paid_search,US
908,2025-04-16,referral,US
909,2025-08-18,paid_social,US
910,2025-06-17,paid_social,DE
911,2025-12-17,paid_search,UK
912,2025-07-05,paid_search,AU
913,2025-07-15,content,CA
914,2025-10-04,organic,US
915,2025-04-29,paid_social,BR
916,2025-10-19,organic,DE
917,2025-12-02,paid_search,UK
918,2025-10-14,paid_search,IN
919,2026-01-21,paid_social,US
920,2025-08-08,paid_search,US
921,2025-02-15,paid_social,US
922,2024-11-05,paid_social,BR
923,2025-06-23,paid_search,DE
924,2025-12-04,organic,DE
925,2025-02-02,organic,US
926,2025-06-06,paid_social,US
927,2025-10-20,content,UK
928,2025-01-25,paid_search,US
929,2025-11-22,referral,US
930,2025-01-01,organic,US
931,2025-09-16,paid_search,CA
932,2025-02-27,paid_search,DE
933,2025-10-05,paid_search,CA
934,2024-10-07,paid_social,UK
935,2025-09-23,paid_search,IN
936,2025-11-08,paid_social,DE
937,2025-12-25,paid_search,IN
938,2025-05-12,paid_search,US
939,2024-12-28,organic,BR
940,2025-09-01,referral,IN
941,2025-08-02,paid_social,BR
942,2025-01-20,organic,UK
943,2025-10-31,referral,UK
944,2025-09-07,organic,US
945,2025-04-16,organic,US
946,2026-01-24,paid_search,IN
947,2025-10-03,paid_social,US
948,2025-12-03,referral,UK
949,2025-05-15,paid_social,BR
950,2025-09-09,content,US
951,2025-12-24,paid_search,US
952,2025-12-03,paid_search,US
953,2025-05-17,referral,US
954,2025-01-09,paid_search,US
955,2024-11-20,paid_search,US
956,2025-12-14,organic,CA
957,2025-05-26,referral,US
958,2025-10-25,organic,US
959,2026-01-14,paid_social,US
960,2025-09-27,paid_search,IN
961,2025-01-08,content,IN
962,2024-11-27,organic,UK
963,2024-12-15,organic,BR
964,2025-09-23,paid_social,US
965,2025-05-14,referral,IN
966,2026-01-24,referral,US
967,2025-01-30,organic,DE
968,2024-12-28,paid_social,UK
969,2024-11-18,organic,UK
970,2025-02-25,organic,CA
971,2025-08-02,organic,UK
972,2024-08-31,referral,US
973,2025-12-31,paid_search,US
974,2025-04-29,organic,DE
975,2026-01-18,paid_search,DE
976,2026-01-30,organic,DE
977,2025-01-05,organic,US
978,2025-02-09,referral,UK
979,2026-01-21,organic,UK
980,2025-06-03,paid_search,CA
981,2025-08-16,organic,US
982,2024-11-25,paid_social,DE
983,2025-04-21,organic,DE
984,2025-03-01,organic,IN
985,2024-08-03,content,DE
986,2025-09-07,referral,AU
987,2025-10-30,paid_search,UK
988,2025-05-19,paid_search,IN
989,2025-10-13,referral,UK
990,2024-08-26,referral,US
991,2025-07-10,organic,US
992,2025-01-09,organic,IN
993,2025-11-17,paid_search,UK
994,2025-10-22,paid_social,IN
995,2025-06-15,referral,US
996,2025-10-20,organic,IN
997,2025-03-26,content,UK
998,2025-07-12,paid_search,CA
999,2024-09-29,referral,UK
1000,2024-11-07,referral,US
1001,2025-07-24,referral,BR
1002,2025-01-22,paid_social,IN
1003,2024-10-02,paid_search,IN
1004,2024-09-19,paid_social,BR
1005,2024-11-02,paid_search,US
1006,2025-12-16,organic,US
1007,2025-09-27,paid_search,US
1008,2025-03-24,organic,US
1009,2025-09-19,paid_search,DE
1010,2025-05-03,paid_social,US
1011,2026-01-08,paid_search,AU
1012,2025-07-17,organic,UK
1013,2025-07-14,organic,UK
1014,2025-07-30,paid_search,UK
1015,2024-12-20,content,UK
1016,2025-08-17,organic,UK
1017,2025-01-20,paid_social,IN
1018,2025-06-16,organic,UK
1019,2025-06-22,content,US
1020,2026-01-10,organic,UK
1021,2025-06-30,referral,US
1022,2024-08-22,paid_social,US
1023,2025-03-22,content,UK
1024,2025-01-25,paid_search,DE
1025,2025-04-26,organic,UK
1026,2026-01-04,organic,CA
1027,2025-09-28,content,UK
1028,2025-04-27,organic,DE
1029,2025-03-03,organic,US
1030,2025-12-20,paid_social,US
1031,2025-02-13,referral,UK
1032,2025-07-18,paid_search,CA
1033,2025-12-10,paid_social,US
1034,2025-09-27,paid_search,DE
1035,2025-10-13,organic,UK
1036,2026-01-17,organic,UK
1037,2025-06-22,content,CA
1038,2025-06-23,paid_search,DE
1039,2025-11-04,referral,US
1040,2025-09-05,paid_social,CA
1041,2025-09-13,organic,IN
1042,2025-04-23,paid_social,CA
1043,2025-04-04,paid_search,UK
1044,2025-12-10,paid_social,CA
1045,2025-03-23,organic,US
1046,2025-10-26,paid_social,IN
1047,2024-11-01,organic,IN
1048,2026-01-27,organic,UK
1049,2025-07-22,content,IN
1050,2025-09-18,organic,UK
1051,2025-05-01,paid_search,IN
1052,2025-06-13,paid_social,US
1053,2025-11-29,paid_search,US
1054,2024-07-25,referral,US
1055,2025-06-19,content,AU
1056,2025-12-11,content,US
1057,2025-03-28,paid_search,CA
1058,2025-09-20,referral,US
1059,2025-04-02,paid_search,AU
1060,2025-12-17,paid_social,CA
1061,2025-08-23,referral,IN
1062,2025-07-27,paid_search,DE
1063,2025-06-21,referral,US
1064,2025-02-24,paid_search,UK
1065,2025-09-20,organic,US
1066,2025-11-24,paid_search,UK
1067,2025-01-05,paid_search,DE
1068,2025-07-07,content,IN
1069,2025-10-05,paid_social,US
1070,2025-02-05,paid_social,US
1071,2025-09-05,organic,AU
1072,2025-10-20,paid_search,US
1073,2025-08-14,organic,US
1074,2025-11-10,referral,BR
1075,2025-02-15,paid_search,US
1076,2026-01-07,paid_social,UK
1077,2025-07-24,organic,IN
1078,2025-11-23,paid_social,US
1079,2025-10-31,referral,DE
1080,2025-07-15,paid_search,US
1081,2024-12-20,paid_search,IN
1082,2025-03-12,referral,IN
1083,2026-01-05,organic,DE
1084,2024-10-08,paid_search,UK
1085,2025-03-30,organic,UK
1086,2025-06-14,paid_social,US
1087,2025-03-20,organic,US
1088,2025-10-09,paid_search,US
1089,2025-12-22,organic,US
1090,2025-09-11,referral,US
1091,2025-08-17,paid_search,US
1092,2024-08-23,paid_social,UK
1093,2024-08-29,referral,US
1094,2025-05-01,referral,IN
1095,2025-11-10,paid_search,IN
1096,2025-02-02,paid_search,US
1097,2024-09-16,organic,UK
1098,2025-01-28,content,UK
1099,2026-01-24,referral,BR
1100,2025-05-12,content,CA
1101,2025-03-31,paid_social,IN
1102,2025-03-19,paid_social,US
1103,2025-05-30,paid_social,BR
1104,2025-05-25,organic,US
1105,2025-02-26,organic,UK
1106,2025-11-08,paid_social,UK
1107,2025-12-19,paid_search,CA
1108,2025-04-26,referral,DE
1109,2025-10-27,paid_search,UK
1110,2025-06-24,paid_social,US
1111,2026-01-04,paid_social,US
1112,2025-11-06,content,US
1113,2025-10-23,organic,US
1114,2025-11-08,referral,IN
1115,2026-01-22,organic,US
1116,2025-05-21,paid_social,US
1117,2025-03-11,organic,US
1118,2025-08-19,paid_social,US
1119,2024-11-26,organic,AU
1120,2026-01-23,content,US
1121,2025-10-10,organic,UK
1122,2025-12-19,paid_search,BR
1123,2026-01-01,organic,BR
1124,2025-04-12,paid_search,IN
1125,2025-11-27,organic,BR
1126,2025-03-24,paid_social,DE
1127,2025-11-18,organic,AU
1128,2025-03-10,paid_search,US
1129,2025-11-14,content,US
1130,2025-07-12,organic,UK
1131,2025-11-06,organic,AU
1132,2025-01-01,paid_search,US
1133,2025-07-19,content,US
1134,2025-05-29,paid_search,IN
1135,2025-05-01,paid_search,US
1136,2025-05-12,organic,US
1137,2026-01-20,content,US
1138,2024-09-26,organic,US
1139,2025-11-04,paid_social,US
1140,2025-05-20,organic,UK
1141,2025-09-18,organic,DE
1142,2025-05-02,organic,IN
1143,2025-08-31,paid_social,US
1144,2025-06-26,paid_social,CA
1145,2025-10-19,referral,US
1146,2025-05-22,paid_search,UK
1147,2025-10-01,organic,IN
1148,2024-09-20,paid_search,US
1149,2025-09-02,paid_search,UK
1150,2025-06-10,content,US
1151,2024-10-15,organic,CA
1152,2025-08-24,organic,AU
1153,2026-01-14,organic,IN
1154,2025-06-28,paid_social,US
1155,2025-10-10,organic,DE
1156,2026-01-22,organic,UK
1157,2025-10-30,paid_social,DE
1158,2025-10-22,organic,DE
1159,2025-11-20,paid_search,IN
1160,2025-09-24,content,BR
1161,2025-10-14,paid_social,BR
1162,2026-01-29,paid_search,US
1163,2025-12-08,organic,US
1164,2024-11-15,content,CA
1165,2025-05-15,paid_search,DE
1166,2025-12-06,paid_social,DE
1167,2025-01-20,paid_search,US
1168,2026-01-05,organic,BR
1169,2025-12-08,paid_search,UK
1170,2025-09-24,paid_social,US
1171,2025-03-13,referral,IN
1172,2025-03-19,organic,AU
1173,2025-12-09,organic,US
1174,2026-01-17,organic,UK
1175,2026-01-05,organic,BR
1176,2026-01-16,organic,DE
1177,2025-03-27,content,BR
1178,2024-11-19,paid_search,US
1179,2024-08-24,paid_search,UK
1180,2026-01-22,organic,AU
1181,2024-08-07,paid_search,DE
1182,2025-11-17,referral,CA
1183,2025-05-27,organic,DE
1184,2025-06-07,paid_search,US
1185,2025-05-20,paid_social,US
1186,2025-09-19,paid_social,UK
1187,2025-10-19,organic,AU
1188,2025-12-26,organic,BR
1189,2025-09-10,paid_search,CA
1190,2025-09-13,organic,CA
1191,2025-12-07,content,DE
1192,2025-10-26,organic,IN
1193,2025-10-19,organic,AU
1194,2024-11-08,organic,US
1195,2025-11-20,organic,IN
1196,2026-01-16,organic,CA
1197,2025-09-07,paid_search,IN
1198,2025-05-04,organic,IN
1199,2025-10-11,paid_social,CA
1200,2024-11-07,organic,CA
1201,2025-01-04,organic,US
1202,2025-05-29,content,US
1203,2025-04-07,content,IN
1204,2025-06-13,paid_social,CA
1205,2025-07-08,organic,UK
1206,2025-08-21,content,IN
1207,2025-01-28,referral,BR
1208,2025-11-29,paid_search,US
1209,2025-12-10,organic,BR
1210,2025-11-23,organic,DE
1211,2025-08-25,organic,BR
1212,2026-01-29,organic,US
1213,2025-12-30,referral,US
1214,2025-12-14,paid_search,CA
1215,2025-12-14,paid_search,US
1216,2024-12-12,organic,DE
1217,2025-12-11,content,DE
1218,2026-01-30,organic,US
1219,2025-12-30,organic,CA
1220,2026-01-09,paid_social,CA
1221,2025-11-28,paid_social,IN
1222,2025-12-08,referral,CA
1223,2025-02-14,paid_search,UK
1224,2025-01-19,paid_social,IN
1225,2025-08-20,paid_search,US
1226,2025-07-11,referral,CA
1227,2024-10-11,paid_search,UK
1228,2025-06-19,organic,BR
1229,2025-09-11,paid_search,US
1230,2025-09-07,organic,US
1231,2026-01-08,organic,US
1232,2025-02-24,paid_social,UK
1233,2026-01-11,organic,IN
1234,2025-02-08,paid_social,AU
1235,2025-07-16,content,BR
1236,2024-11-17,paid_social,US
1237,2024-09-18,referral,BR
1238,2024-07-30,paid_search,IN
1239,2025-09-11,paid_social,CA
1240,2025-02-15,referral,US
1241,2025-09-24,organic,AU
1242,2024-09-08,paid_social,DE
1243,2025-10-19,paid_search,DE
1244,2025-09-25,paid_social,CA
1245,2025-02-20,organic,UK
1246,2025-06-25,referral,DE
1247,2025-10-21,paid_social,IN
1248,2025-03-03,content,BR
1249,2025-03-14,organic,AU
1250,2025-06-30,paid_social,BR
1251,2025-08-04,paid_search,BR
1252,2026-01-16,paid_search,US
1253,2024-09-12,organic,US
1254,2024-12-16,paid_search,CA
1255,2025-12-01,content,CA
1256,2025-05-04,organic,US
1257,2025-01-30,paid_social,DE
1258,2025-05-23,referral,US
1259,2025-02-08,paid_search,UK
1260,2025-11-02,content,DE
1261,2025-04-08,organic,US
1262,2025-09-15,content,DE
1263,2025-05-05,organic,CA
1264,2025-02-11,paid_search,UK
1265,2025-04-27,referral,IN
1266,2024-12-20,organic,IN
1267,2025-06-18,organic,CA
1268,2025-03-13,paid_search,US
1269,2025-07-18,organic,US
1270,2025-05-18,paid_search,US
1271,2024-10-16,organic,US
1272,2024-07-24,content,IN
1273,2025-09-01,organic,UK
1274,2025-03-25,paid_social,UK
1275,2025-05-21,paid_social,IN
1276,2025-12-30,organic,IN
1277,2025-12-08,paid_social,US
1278,2025-04-15,paid_social,US
1279,2025-12-07,paid_search,BR
1280,2025-04-17,organic,UK
1281,2025-09-04,paid_search,US
1282,2024-09-20,organic,DE
1283,2025-12-16,organic,US
1284,2025-11-08,paid_search,US
1285,2025-03-26,organic,DE
1286,2025-06-19,content,US
1287,2025-10-01,paid_social,IN
1288,2026-01-23,referral,IN
1289,2024-12-11,paid_search,DE
1290,2026-01-25,organic,BR
1291,2026-01-13,paid_search,US
1292,2024-12-13,paid_social,UK
1293,2025-10-22,organic,UK
1294,2025-11-03,paid_search,AU
1295,2025-08-19,referral,CA
1296,2025-08-07,referral,CA
1297,2025-06-18,organic,US
1298,2024-11-11,paid_social,US
1299,2025-12-06,referral,UK
1300,2025-10-10,paid_social,DE
1301,2025-08-28,organic,CA
1302,2025-11-08,organic,US
1303,2025-05-10,organic,CA
1304,2026-01-05,organic,DE
1305,2025-08-31,paid_social,US
1306,2025-05-06,content,BR
1307,2025-04-13,organic,DE
1308,2025-02-14,referral,IN
1309,2025-07-14,referral,US
1310,2025-05-31,content,IN
1311,2025-05-31,organic,US
1312,2025-03-30,paid_search,US
1313,2025-03-08,paid_social,CA
1314,2025-09-14,paid_search,BR
1315,2025-04-01,paid_search,UK
1316,2025-03-27,organic,US
1317,2025-12-02,organic,UK
1318,2024-10-16,paid_social,DE
1319,2025-02-03,content,US
1320,2025-11-11,paid_search,DE
1321,2025-02-19,content,US
1322,2025-11-15,organic,US
1323,2026-01-27,paid_search,CA
1324,2025-07-09,paid_search,DE
1325,2024-10-14,referral,US
1326,2024-11-02,organic,CA
1327,2024-11-12,paid_social,US
1328,2025-08-04,paid_social,IN
1329,2026-01-03,paid_search,CA
1330,2024-11-21,paid_social,US
1331,2025-12-24,paid_search,BR
1332,2025-09-28,paid_search,US
1333,2025-05-06,paid_search,AU
1334,2025-07-06,organic,US
1335,2024-08-14,paid_search,US
1336,2025-12-26,referral,US
1337,2025-03-10,organic,US
1338,2025-08-11,referral,US
1339,2024-08-30,paid_social,UK
1340,2026-01-03,paid_search,US
1341,2025-11-09,paid_social,BR
1342,2025-07-26,paid_search,US
1343,2025-03-05,paid_search,AU
1344,2024-12-09,paid_social,US
1345,2025-06-05,referral,DE
1346,2025-01-30,paid_search,US
1347,2024-12-23,organic,CA
1348,2024-10-26,paid_social,IN
1349,2025-03-24,paid_search,AU
1350,2025-10-04,organic,US
1351,2026-01-25,referral,AU
1352,2025-11-06,paid_search,US
1353,2025-12-30,organic,DE
1354,2025-01-30,organic,CA
1355,2025-08-29,paid_search,UK
1356,2025-11-18,organic,US
1357,2025-09-29,organic,US
1358,2025-05-30,paid_search,IN
1359,2025-02-06,referral,AU
1360,2025-09-01,content,DE
1361,2025-08-14,referral,UK
1362,2025-06-27,paid_search,CA
1363,2025-05-14,organic,CA
1364,2024-10-29,paid_search,US
1365,2025-02-05,organic,UK
1366,2024-12-27,organic,CA
1367,2024-12-28,paid_social,DE
1368,2025-06-23,paid_social,US
1369,2024-09-16,paid_search,IN
1370,2025-07-14,organic,US
1371,2025-08-19,referral,US
1372,2025-11-16,content,DE
1373,2025-07-12,referral,US
1374,2026-01-01,paid_search,US
1375,2025-05-18,organic,DE
1376,2025-10-12,paid_social,UK
1377,2025-04-13,organic,US
1378,2026-01-02,paid_search,IN
1379,2024-10-31,paid_search,BR
1380,2025-11-11,paid_social,US
1381,2026-01-19,organic,US
1382,2025-01-17,paid_search,IN
1383,2025-01-18,paid_social,UK
1384,2025-01-07,paid_search,US
1385,2025-02-09,content,US
1386,2025-03-05,content,CA
1387,2025-08-30,referral,US
1388,2025-04-03,paid_social,CA
1389,2025-04-21,paid_social,UK
1390,2026-01-30,paid_search,US
1391,2024-09-05,paid_search,US
1392,2025-12-09,referral,BR
1393,2025-12-16,organic,DE
1394,2024-12-09,paid_social,US
1395,2025-05-26,paid_social,IN
1396,2024-12-27,organic,US
1397,2025-03-02,paid_search,CA
1398,2025-12-29,referral,CA
1399,2025-04-14,referral,AU
1400,2025-03-12,referral,IN
1401,2025-11-21,paid_social,US
1402,2024-09-04,organic,BR
1403,2024-10-17,organic,IN
1404,2025-02-10,referral,IN
1405,2025-10-26,paid_social,AU
1406,2026-01-21,paid_social,US
1407,2025-08-06,referral,IN
1408,2025-05-27,paid_search,UK
1409,2025-12-17,paid_search,BR
1410,2024-08-10,referral,US
1411,2026-01-23,referral,US
1412,2025-08-22,referral,US
1413,2025-10-18,organic,IN
1414,2025-06-24,organic,AU
1415,2024-09-13,paid_social,DE
1416,2024-11-03,paid_social,IN
1417,2025-09-03,organic,UK
1418,2025-06-20,referral,IN
1419,2025-03-13,organic,BR
1420,2025-08-24,organic,UK
1421,2025-11-14,organic,UK
1422,2025-11-13,paid_social,DE
1423,2025-02-18,paid_social,IN
1424,2025-01-01,paid_social,IN
1425,2025-01-23,paid_social,US
1426,2025-08-19,organic,UK
1427,2024-09-03,paid_social,US
1428,2025-02-13,paid_search,US
1429,2025-12-30,organic,IN
1430,2025-12-23,paid_search,IN
1431,2025-11-11,organic,CA
1432,2025-07-22,referral,BR
1433,2025-05-26,content,US
1434,2025-11-02,paid_search,IN
1435,2025-10-04,organic,CA
1436,2024-10-27,organic,US
1437,2026-01-17,content,US
1438,2025-07-17,organic,CA
1439,2025-02-22,organic,US
1440,2026-01-19,content,AU
1441,2025-07-19,organic,IN
1442,2025-03-20,paid_search,US
1443,2025-05-28,referral,US
1444,2025-02-03,organic,IN
1445,2024-08-27,referral,US
1446,2025-04-06,paid_search,UK
1447,2026-01-22,organic,US
1448,2025-09-02,paid_social,CA
1449,2026-01-05,paid_social,US
1450,2025-06-22,paid_social,US
1451,2025-09-01,paid_social,IN
1452,2025-01-01,organic,AU
1453,2025-04-15,paid_social,DE
1454,2025-07-28,paid_social,US
1455,2025-10-08,organic,US
1456,2025-11-04,paid_search,US
1457,2024-12-27,content,BR
1458,2025-10-08,content,DE
1459,2025-04-01,paid_search,CA
1460,2024-12-03,paid_social,US
1461,2025-05-12,paid_social,UK
1462,2025-01-22,paid_social,DE
1463,2025-08-11,organic,IN
1464,2025-01-21,paid_social,CA
1465,2025-01-02,paid_search,IN
1466,2025-10-28,paid_search,DE
1467,2025-08-21,referral,CA
1468,2025-08-08,organic,US
1469,2025-05-25,paid_search,US
1470,2025-03-11,organic,DE
1471,2025-05-07,referral,AU
1472,2025-07-18,paid_search,UK
1473,2025-06-22,paid_social,US
1474,2025-09-14,organic,CA
1475,2025-10-29,paid_social,IN
1476,2025-04-07,paid_search,IN
1477,2025-10-10,paid_social,IN
1478,2025-09-05,referral,AU
1479,2025-10-27,referral,CA
1480,2025-12-13,paid_social,US
1481,2025-06-10,paid_search,US
1482,2025-08-24,referral,UK
1483,2025-12-30,organic,US
1484,2025-04-20,paid_social,UK
1485,2026-01-15,organic,DE
1486,2025-11-18,content,AU
1487,2026-01-19,content,US
1488,2025-02-17,organic,BR
1489,2025-11-09,paid_social,BR
1490,2025-04-10,organic,US
1491,2024-12-25,organic,IN
1492,2025-04-29,referral,US
1493,2024-12-09,paid_search,UK
1494,2025-07-18,paid_social,US
1495,2025-03-18,content,DE
1496,2025-10-18,content,BR
1497,2025-06-08,organic,US
1498,2025-08-20,referral,DE
1499,2026-01-09,paid_social,CA
1500,2025-06-04,referral,IN
1501,2025-12-06,organic,US
1502,2025-09-18,content,US
1503,2024-09-19,organic,US
1504,2025-09-23,paid_social,IN
1505,2025-11-17,paid_search,UK
1506,2025-03-03,organic,US
1507,2025-10-05,referral,US
1508,2025-07-14,organic,BR
1509,2025-11-13,paid_search,US
1510,2025-09-05,organic,US
1511,2025-06-11,paid_social,UK
1512,2024-10-03,paid_search,BR
1513,2025-10-12,organic,US
1514,2025-05-20,organic,IN
1515,2025-03-08,paid_social,CA
1516,2025-01-30,organic,AU
1517,2025-10-22,referral,US
1518,2025-11-19,organic,US
1519,2025-11-14,content,US
1520,2025-06-17,paid_social,US
1521,2025-11-20,paid_social,IN
1522,2025-11-18,content,US
1523,2025-10-17,paid_search,DE
1524,2025-10-17,paid_social,BR
1525,2025-06-07,organic,US
1526,2024-10-23,paid_search,US
1527,2024-11-14,content,BR
1528,2025-02-15,organic,DE
1529,2025-05-24,referral,DE
1530,2025-10-31,paid_social,US
1531,2026-01-07,referral,US
1532,2025-10-22,referral,UK
1533,2025-12-19,organic,IN
1534,2024-12-17,content,US
1535,2025-01-16,paid_search,CA
1536,2025-05-07,paid_search,CA
1537,2025-01-15,organic,IN
1538,2025-09-21,paid_search,IN
1539,2025-09-22,content,BR
1540,2025-03-30,paid_social,US
1541,2025-10-09,organic,US
1542,2025-11-25,organic,US
1543,2025-05-18,organic,US
1544,2025-10-08,paid_social,US
1545,2025-05-03,referral,CA
1546,2025-09-08,organic,IN
1547,2025-06-10,paid_search,DE
1548,2025-01-05,organic,US
1549,2024-10-02,referral,US
1550,2025-06-08,content,US
1551,2025-05-05,organic,BR
1552,2025-08-24,organic,US
1553,2025-02-05,paid_social,US
1554,2025-12-04,paid_social,DE
1555,2024-08-31,referral,DE
1556,2025-12-03,paid_social,IN
1557,2025-09-12,paid_social,DE
1558,2025-08-30,organic,BR
1559,2025-02-21,organic,US
1560,2025-02-05,referral,US
1561,2025-05-03,paid_social,UK
1562,2025-06-06,paid_social,IN
1563,2025-09-13,paid_search,US
1564,2025-06-24,paid_search,CA
1565,2025-02-26,organic,DE
1566,2024-11-27,referral,AU
1567,2025-10-16,paid_search,IN
1568,2025-11-09,referral,DE
1569,2025-08-15,organic,DE
1570,2025-03-31,paid_search,IN
1571,2024-08-03,organic,DE
1572,2025-05-22,organic,US
1573,2025-09-13,referral,BR
1574,2025-06-22,organic,US
1575,2025-11-21,paid_social,CA
1576,2025-10-14,paid_search,US
1577,2025-03-30,organic,US
1578,2025-06-09,referral,AU
1579,2026-01-03,paid_search,UK
1580,2025-01-16,organic,UK
1581,2025-10-15,paid_search,BR
1582,2024-12-29,paid_search,AU
1583,2025-07-31,organic,DE
1584,2025-12-15,organic,US
1585,2025-10-14,paid_search,US
1586,2026-01-14,paid_search,AU
1587,2024-09-07,referral,US
1588,2025-07-23,referral,US
1589,2025-05-25,paid_search,IN
1590,2025-11-03,organic,UK
1591,2024-11-27,paid_social,IN
1592,2025-01-24,paid_search,DE
1593,2024-12-07,paid_search,UK
1594,2025-03-19,paid_search,UK
1595,2025-11-30,paid_search,US
1596,2024-11-18,content,US
1597,2025-04-04,paid_social,IN
1598,2025-04-03,organic,UK
1599,2025-12-30,organic,US
1600,2025-02-02,paid_search,DE
1601,2025-04-02,content,US
1602,2025-02-19,organic,AU
1603,2025-01-25,organic,CA
1604,2025-08-19,referral,DE
1605,2025-11-03,paid_search,US
1606,2025-11-20,paid_social,UK
1607,2025-12-27,paid_social,CA
1608,2024-10-10,paid_social,UK
1609,2025-11-13,paid_search,BR
1610,2025-02-21,paid_search,US
1611,2025-11-07,content,US
1612,2025-10-16,paid_search,IN
1613,2025-03-29,content,US
1614,2024-08-10,content,US
1615,2025-07-03,organic,US
1616,2025-04-15,paid_social,UK
1617,2024-08-05,paid_social,US
1618,2026-01-01,organic,US
1619,2025-07-23,organic,UK
1620,2025-04-01,paid_social,UK
1621,2025-05-17,paid_social,CA
1622,2024-11-12,organic,IN
1623,2025-11-09,referral,IN
1624,2025-01-24,paid_search,AU
1625,2025-10-29,paid_search,IN
1626,2025-11-10,organic,IN
1627,2025-11-04,paid_social,IN
1628,2024-11-25,content,US
1629,2025-07-12,referral,IN
1630,2025-04-27,organic,UK
1631,2025-01-06,organic,AU
1632,2025-11-12,organic,UK
1633,2025-08-09,paid_search,US
1634,2025-08-21,organic,AU
1635,2025-09-10,content,IN
1636,2024-10-07,paid_search,CA
1637,2025-03-03,organic,IN
1638,2025-07-08,paid_social,US
1639,2025-01-25,content,US
1640,2025-12-28,content,UK
1641,2025-04-25,paid_social,US
1642,2025-02-09,organic,DE
1643,2024-10-13,organic,AU
1644,2025-10-14,referral,US
1645,2025-08-02,paid_social,UK
1646,2026-01-28,paid_social,BR
1647,2025-07-19,referral,IN
1648,2025-10-23,paid_social,UK
1649,2025-10-01,paid_search,UK
1650,2025-11-20,organic,US
1651,2025-05-16,paid_social,IN
1652,2025-08-22,paid_social,IN
1653,2025-02-08,organic,AU
1654,2025-10-10,referral,DE
1655,2025-11-02,paid_search,US
1656,2024-12-30,paid_search,IN
1657,2025-07-28,paid_search,DE
1658,2024-10-02,organic,US
1659,2024-12-03,content,IN
1660,2025-07-23,referral,US
1661,2024-11-08,paid_search,IN
1662,2026-01-01,paid_search,US
1663,2025-12-03,organic,BR
1664,2025-11-02,paid_search,UK
1665,2024-11-06,organic,US
1666,2025-08-19,organic,UK
1667,2025-10-26,paid_social,US
1668,2025-08-13,paid_search,UK
1669,2025-11-19,organic,US
1670,2025-03-29,paid_search,UK
1671,2025-10-29,paid_search,US
1672,2025-04-13,paid_social,US
1673,2024-12-12,organic,US
1674,2025-08-20,organic,US
1675,2025-12-01,organic,US
1676,2025-05-18,paid_search,US
1677,2025-08-25,paid_social,IN
1678,2026-01-07,paid_social,AU
1679,2025-05-17,paid_search,US
1680,2024-12-15,paid_social,US
1681,2024-09-08,organic,DE
1682,2025-07-19,organic,UK
1683,2024-11-21,paid_social,US
1684,2025-09-29,paid_social,US
1685,2025-08-15,content,US
1686,2025-07-16,organic,US
1687,2025-04-08,paid_social,IN
1688,2025-10-03,paid_search,DE
1689,2026-01-18,paid_search,US
1690,2025-04-10,organic,UK
1691,2024-12-26,paid_search,US
1692,2025-09-19,paid_search,IN
1693,2025-02-21,organic,IN
1694,2026-01-19,referral,US
1695,2025-12-12,content,US
1696,2025-11-21,referral,UK
1697,2025-12-11,organic,DE
1698,2025-12-13,paid_social,BR
1699,2024-12-01,paid_search,AU
1700,2025-12-04,paid_social,IN
1701,2025-09-26,paid_social,UK
1702,2025-10-02,content,US
1703,2025-02-02,referral,US
1704,2025-12-24,content,DE
1705,2025-11-10,paid_search,BR
1706,2025-11-28,paid_social,US
1707,2025-11-01,paid_social,IN
1708,2025-02-09,referral,US
1709,2025-02-02,organic,DE
1710,2025-03-12,paid_search,IN
1711,2024-07-19,organic,AU
1712,2025-07-07,paid_social,CA
1713,2025-06-22,referral,IN
1714,2025-04-09,referral,IN
1715,2025-05-10,organic,BR
1716,2025-11-16,organic,UK
1717,2025-09-25,paid_social,BR
1718,2025-05-02,referral,CA
1719,2025-07-01,paid_social,AU
1720,2024-12-26,paid_social,IN
1721,2025-02-08,paid_search,UK
1722,2025-11-17,organic,BR
1723,2025-06-20,organic,US
1724,2025-12-19,paid_search,UK
1725,2025-10-12,organic,BR
1726,2025-01-24,organic,IN
1727,2025-06-22,paid_social,US
1728,2025-10-30,organic,US
1729,2025-09-06,paid_search,AU
1730,2025-03-27,paid_social,DE
1731,2025-08-03,paid_social,US
1732,2025-04-18,organic,DE
1733,2024-10-26,referral,IN
1734,2025-11-16,referral,BR
1735,2025-09-05,organic,AU
1736,2025-09-26,paid_search,CA
1737,2024-08-09,organic,BR
1738,2025-08-20,referral,AU
1739,2025-08-16,paid_search,DE
1740,2024-11-14,paid_search,US
1741,2025-02-24,organic,UK
1742,2024-11-14,paid_search,IN
1743,2024-09-27,content,US
1744,2024-09-11,organic,IN
1745,2025-09-21,paid_search,US
1746,2025-02-15,content,US
1747,2025-09-17,referral,BR
1748,2026-01-27,organic,CA
1749,2025-10-17,referral,BR
1750,2025-10-22,paid_social,DE
1751,2025-10-28,organic,IN
1752,2025-06-15,paid_search,UK
1753,2025-08-22,paid_search,IN
1754,2025-10-04,content,IN
1755,2024-10-08,referral,UK
1756,2024-08-05,organic,CA
1757,2025-05-18,content,UK
